policyID,statecode,county,eq_site_limit,hu_site_limit,fl_site_limit,fr_site_limit,tiv_2011,tiv_2012,eq_site_deductible,hu_site_deductible,fl_site_deductible,fr_site_deductible,point_latitude,point_longitude,line,construction,point_granularity
740050,FL,ALACHUA COUNTY,12546,12546,12546,12546,12546,12033.81,0,0,0,0,29.8025,-82.5237,Residential,Wood,3
604869,FL,ALACHUA COUNTY,15300,15300,15300,15300,15300,19160.96,0,306,0,0,29.8025,-82.5237,Residential,Wood,3
937348,FL,ALACHUA COUNTY,16740,16740,16740,16740,16740,13267.12,0,334.8,0,0,29.8025,-82.5237,Residential,Wood,3
692323,FL,ALACHUA COUNTY,2700,2700,2700,2700,2700,3949.56,0,54,0,0,29.8025,-82.5237,Residential,Wood,3
904868,FL,ALACHUA COUNTY,6300,6300,6300,6300,6300,7531.18,0,126,0,0,29.8025,-82.5237,Residential,Wood,3
722320,FL,ALACHUA COUNTY,810,810,810,810,810,890.91,0,16.2,0,0,29.8025,-82.5237,Residential,Wood,3
438319,FL,ALACHUA COUNTY,207225,207225,0,0,207225,255735.96,0,0,0,0,29.776283,-82.507126,Residential,Wood,3
525811,FL,ALACHUA COUNTY,463277.7,463277.7,0,0,463277.7,472654.44,0,0,0,0,29.7944,-82.49,Residential,Masonry,4
375817,FL,ALACHUA COUNTY,284359.5,284359.5,0,0,284359.5,403832.01,0,0,0,0,29.775162,-82.44146,Residential,Wood,4
424724,FL,ALACHUA COUNTY,269738.1,269738.1,0,0,269738.1,209706.27,0,0,0,0,29.728638,-82.502731,Residential,Wood,1
699820,FL,ALACHUA COUNTY,530294.4,530294.4,0,0,530294.4,697761.37,0,0,0,0,29.756542,-82.601654,Residential,Masonry,1
734741,FL,ALACHUA COUNTY,0,88848.62,0,0,88848.62,116833.8,0,0,0,0,29.7944,-82.49,Residential,Wood,3
531391,FL,ALACHUA COUNTY,0,310919.17,0,0,310919.17,479903.74,0,0,0,0,29.7944,-82.49,Residential,Wood,3
469405,FL,ALACHUA COUNTY,0,168695.33,0,0,168695.33,247624.83,0,0,0,0,29.7944,-82.49,Residential,Wood,3
442495,FL,ALACHUA COUNTY,0,7176.26,0,0,7176.26,7730.98,0,0,0,0,29.7944,-82.49,Residential,Wood,3
491596,FL,ALACHUA COUNTY,0,2174042.31,0,0,2174042.31,2142249.12,0,0,0,0,29.79225,-82.49393,Commercial,Reinforced Masonry,3
295092,FL,ALACHUA COUNTY,0,904824.9,0,904824.9,904824.9,1267633.45,0,0,0,0,29.7902,-82.5032,Residential,Masonry,3
653208,FL,MARION COUNTY,174960,174960,174960,174960,174960,206013.3,0,0,0,0,29.29088,-82.10505,Residential,Wood,1
627781,FL,MARION COUNTY,163260,163260,163260,163260,163260,203721.05,0,0,0,0,29.29088,-82.10505,Residential,Wood,1
653410,FL,MARION COUNTY,117900,117900,117900,117900,117900,113663.85,0,0,0,0,29.2896,-82.10598,Residential,Wood,1
511270,FL,ALACHUA COUNTY,1110780,1110780,1110780,1110780,1110780,1776621.52,0,22215.6,0,0,29.52001,-82.52225,Residential,Masonry,3
836129,FL,ALACHUA COUNTY,4140,4140,4140,4140,4140,5433.73,0,82.8,0,0,29.52001,-82.52225,Residential,Wood,3
450711,FL,ALACHUA COUNTY,2150550,2150550,2150550,2150550,2150550,1935804.68,0,43011,0,0,29.52001,-82.52225,Commercial,Reinforced Masonry,3
612112,FL,ALACHUA COUNTY,2197440,2197440,2197440,2197440,2197440,2494665.73,0,43948.8,0,0,29.52001,-82.52225,Commercial,Reinforced Masonry,3
762561,FL,ALACHUA COUNTY,418968,418968,0,0,418968,340977.94,0,0,0,0,29.536765,-82.52331,Residential,Masonry,3
471975,FL,ALACHUA COUNTY,0,31566.69,0,0,31566.69,30042.65,0,0,0,0,29.5269,-82.5369,Residential,Wood,3
755809,FL,ALACHUA COUNTY,0,7176.26,0,0,7176.26,9918.92,0,0,0,0,29.5269,-82.5369,Residential,Wood,3
852229,FL,ALACHUA COUNTY,0,4304.67,0,0,4304.67,4691.21,0,0,0,0,29.5269,-82.5369,Residential,Wood,3
314536,FL,ALACHUA COUNTY,0,56105.13,0,0,56105.13,48208.22,0,0,0,0,29.5269,-82.5369,Residential,Wood,3
530545,FL,ALACHUA COUNTY,0,186575.92,0,0,186575.92,159312.52,0,0,0,0,29.53335,-82.524765,Residential,Wood,1
839718,FL,ALACHUA COUNTY,0,544952.62,0,0,544952.62,795644.45,0,0,0,0,29.52734,-82.5197,Residential,Masonry,3
282837,FL,ALACHUA COUNTY,0,303545.55,0,0,303545.55,269470.74,0,0,0,0,29.53131,-82.52189,Residential,Wood,1
502013,FL,ALACHUA COUNTY,0,103555.86,0,0,103555.86,120865.84,0,0,0,0,29.53148,-82.51998,Residential,Wood,3
305142,FL,ALACHUA COUNTY,0,86414.32,0,0,86414.32,76901.83,0,0,0,0,29.52981,-82.50881,Residential,Wood,1
235541,FL,ALACHUA COUNTY,0,86414.32,0,0,86414.32,127941.5,0,0,0,0,29.52867,-82.50888,Residential,Wood,3
394065,FL,ALACHUA COUNTY,0,67335.83,0,0,67335.83,63329.35,0,0,0,0,29.529009,-82.509148,Residential,Wood,1
994938,FL,ALACHUA COUNTY,0,76313.95,0,0,76313.95,72940.87,0,0,0,0,29.52367,-82.52421,Residential,Wood,1
605933,FL,ALACHUA COUNTY,0,76313.95,0,0,76313.95,96893.38,0,0,0,0,29.52416,-82.52416,Residential,Wood,1
754910,FL,ALACHUA COUNTY,0,76313.95,0,0,76313.95,89633.02,0,0,0,0,29.52407,-82.52354,Residential,Wood,1
236192,FL,GILCHRIST COUNTY,0,55856.51,0,0,55856.51,40272.54,0,0,0,0,29.755005,-82.863327,Residential,Wood,1
246882,FL,GILCHRIST COUNTY,0,5155.99,0,0,5155.99,7900.97,0,0,0,0,29.755949,-82.864563,Residential,Wood,3
917616,FL,GILCHRIST COUNTY,0,4618.9,0,0,4618.9,7623.64,0,0,0,0,29.755949,-82.864563,Residential,Wood,3
367269,FL,LEVY COUNTY,242874,242874,242874,242874,242874,300206.84,0,0,0,0,29.449478,-82.639488,Residential,Wood,1
567443,FL,LEVY COUNTY,54000,54000,54000,54000,54000,60050.97,0,0,0,0,29.449478,-82.639488,Residential,Wood,1
134515,FL,LEVY COUNTY,0,4146.46,0,0,4146.46,4756.51,0,0,0,0,29.44266,-82.64339,Residential,Wood,1
762748,FL,LEVY COUNTY,0,6219.69,0,0,6219.69,8442.86,0,0,0,0,29.44266,-82.64339,Residential,Wood,1
979862,FL,LEVY COUNTY,0,25915.38,0,0,25915.38,34651.04,0,0,0,0,29.44266,-82.64339,Residential,Wood,1
950850,FL,LEVY COUNTY,0,13268.67,0,0,13268.67,21877.71,0,0,0,0,29.444336,-82.638275,Residential,Wood,1
464580,FL,LEVY COUNTY,0,301153.29,0,0,301153.29,453638.05,0,0,0,0,29.4361,-82.6287,Residential,Wood,1
669163,FL,LEVY COUNTY,0,7505.09,0,0,7505.09,11068.94,0,0,0,0,29.44558,-82.63498,Residential,Wood,4
814060,FL,LEVY COUNTY,0,15281.78,0,0,15281.78,17284,0,0,0,0,29.4361,-82.6287,Residential,Wood,4
542480,FL,LEVY COUNTY,0,486172.51,0,0,486172.51,576843.69,0,0,0,0,29.4361,-82.6287,Residential,Masonry,4
277609,FL,LEVY COUNTY,0,315131.01,0,0,315131.01,369883.13,0,0,0,0,29.44305,-82.63304,Residential,Wood,1
971575,FL,LEVY COUNTY,0,93785.35,0,0,93785.35,125124.66,0,0,0,0,29.440132,-82.631134,Residential,Wood,1
694544,FL,LEVY COUNTY,0,93785.35,0,0,93785.35,87145.35,0,0,0,0,29.439631,-82.631134,Residential,Wood,1
393309,FL,LEVY COUNTY,0,124985.41,0,0,124985.41,119878.01,0,0,0,0,29.439367,-82.631126,Residential,Wood,1
296382,FL,LEVY COUNTY,0,93785.35,0,0,93785.35,142354.91,0,0,0,0,29.442335,-82.645515,Residential,Wood,1
425763,FL,LEVY COUNTY,0,129300.51,0,0,129300.51,154100.35,0,0,0,0,29.442335,-82.645515,Residential,Wood,1
995962,FL,LEVY COUNTY,0,124985.41,0,0,124985.41,148338.18,0,0,0,0,29.442335,-82.645515,Residential,Wood,1
505490,FL,LEVY COUNTY,0,18649.78,0,0,18649.78,16407.03,0,0,0,0,29.44088,-82.63087,Residential,Wood,1
647401,FL,BRADFORD COUNTY,0,21848.84,0,0,21848.84,20050.37,0,0,0,0,29.9054,-82.2896,Residential,Wood,4
715126,FL,BRADFORD COUNTY,0,64506.1,0,0,64506.1,94375,0,0,0,0,29.88896,-82.334236,Residential,Wood,3
194039,FL,LEVY COUNTY,225450,225450,225450,225450,225450,232982.28,0,0,0,0,29.136066,-83.035545,Residential,Wood,1
949729,FL,LEVY COUNTY,0,16833.96,0,0,16833.96,22756.45,0,0,0,0,29.190357,-83.016563,Residential,Wood,3
477702,FL,LEVY COUNTY,0,56113.2,0,0,56113.2,52187.74,0,0,0,0,29.139351,-83.039368,Residential,Wood,1
677912,FL,LEVY COUNTY,0,1144709.19,0,0,1144709.19,1903694.88,0,0,0,0,29.137054,-83.032661,Residential,Masonry,1
836650,FL,LEVY COUNTY,0,56113.2,0,0,56113.2,77991.73,0,0,0,0,29.146495,-83.03247,Residential,Wood,3
358072,FL,LEVY COUNTY,0,56113.2,0,0,56113.2,83916.16,0,0,0,0,29.14653,-83.03284,Residential,Wood,4
976201,FL,LEVY COUNTY,0,56113.2,0,0,56113.2,63738.75,0,0,0,0,29.14273,-83.03468,Residential,Wood,4
272179,FL,LEVY COUNTY,0,56113.2,0,0,56113.2,38198.95,0,0,0,0,29.14926,-83.04206,Residential,Wood,4
481307,FL,LEVY COUNTY,0,56113.2,0,0,56113.2,58813.81,0,0,0,0,29.180665,-83.02905,Residential,Wood,4
330988,FL,LEVY COUNTY,0,108770.94,0,0,108770.94,119223.83,0,0,0,0,29.137123,-83.034836,Residential,Wood,1
437839,FL,LEVY COUNTY,0,108770.94,0,0,108770.94,139618.81,0,0,0,0,29.137526,-83.035255,Residential,Wood,1
583741,FL,LEVY COUNTY,0,461127.02,0,0,461127.02,443043.46,0,0,0,0,29.13662,-83.031792,Residential,Masonry,1
176332,FL,LEVY COUNTY,0,593576.6,0,0,593576.6,742436.12,0,0,0,0,29.137846,-83.036819,Residential,Masonry,1
190227,FL,LEVY COUNTY,493920,493920,493920,493920,493920,556477.44,0,0,0,0,29.48508,-82.85918,Residential,Masonry,1
163701,FL,LEVY COUNTY,4590,4590,4590,4590,4590,7287.08,0,0,0,0,29.48553,-82.85621,Residential,Wood,3
696893,FL,LEVY COUNTY,0,20342.52,0,0,20342.52,23467.13,0,0,0,0,29.4762,-82.705818,Residential,Wood,3
146582,FL,LEVY COUNTY,0,53630.28,0,0,53630.28,61907.58,0,0,0,0,29.4762,-82.705818,Residential,Wood,3
345426,FL,LEVY COUNTY,0,631542.78,0,0,631542.78,582757.36,0,0,0,0,29.501695,-82.8711,Residential,Masonry,3
598225,FL,LEVY COUNTY,0,48082.32,0,0,48082.32,50510.67,0,0,0,0,29.501695,-82.8711,Residential,Wood,3
471999,FL,LEVY COUNTY,0,664517.3,0,0,664517.3,570488.11,0,0,0,0,29.502117,-82.871429,Residential,Masonry,1
959619,FL,LEVY COUNTY,139743,139743,0,0,139743,192124.83,0,0,0,0,29.50013,-82.88342,Residential,Wood,1
663973,FL,LEVY COUNTY,207768.6,207768.6,0,0,207768.6,215481.8,0,0,0,0,29.52396,-82.85618,Residential,Wood,3
573884,FL,LEVY COUNTY,352611,352611,0,0,352611,524262.03,0,0,0,0,29.47488,-82.766747,Residential,Wood,1
319782,FL,LEVY COUNTY,0,22652.42,0,0,22652.42,28678.75,0,0,0,0,29.470566,-82.864182,Residential,Wood,1
277922,FL,LEVY COUNTY,0,42473.28,0,0,42473.28,38606.51,0,0,0,0,29.498,-82.8728,Residential,Wood,3
747997,FL,LEVY COUNTY,0,188770.13,0,0,188770.13,209987.89,0,0,0,0,29.4766,-82.85896,Residential,Wood,3
529507,FL,LEVY COUNTY,0,207647.14,0,0,207647.14,258353.74,0,0,0,0,29.498,-82.8728,Residential,Wood,3
688301,FL,LEVY COUNTY,0,471925.32,0,0,471925.32,683918.89,0,0,0,0,29.478649,-82.858727,Residential,Masonry,1
478152,FL,LEVY COUNTY,0,37754.03,0,0,37754.03,57440.18,0,0,0,0,29.478649,-82.858727,Residential,Wood,1
642306,FL,LEVY COUNTY,0,10571.13,0,0,10571.13,16653.51,0,0,0,0,29.479525,-82.859665,Residential,Wood,1
558716,FL,LEVY COUNTY,0,1263582.12,0,0,1263582.12,1366829.41,0,0,0,0,29.476795,-82.84748,Residential,Masonry,1
293715,FL,LEVY COUNTY,0,110954.87,0,0,110954.87,149975.47,0,0,0,0,29.481379,-82.857666,Residential,Wood,1
248008,FL,LEVY COUNTY,0,145669.86,0,0,145669.86,236138.12,0,0,0,0,29.481428,-82.857674,Residential,Wood,1
689377,FL,LEVY COUNTY,0,169632.43,0,0,169632.43,248345.45,0,0,0,0,29.478724,-82.853371,Residential,Wood,1
707170,FL,LEVY COUNTY,0,110954.87,0,0,110954.87,105364.96,0,0,0,0,29.478739,-82.854149,Residential,Wood,1
862166,FL,LEVY COUNTY,0,145669.86,0,0,145669.86,160076.6,0,0,0,0,29.474781,-82.852898,Residential,Wood,1
259349,FL,LEVY COUNTY,0,128429.64,0,0,128429.64,111074.17,0,0,0,0,29.474615,-82.852898,Residential,Wood,1
518086,FL,LEVY COUNTY,0,147706.76,0,0,147706.76,213108.07,0,0,0,0,29.47464,-82.852898,Residential,Wood,1
484700,FL,LEVY COUNTY,0,110954.87,0,0,110954.87,118832.66,0,0,0,0,29.47029,-82.86335,Residential,Wood,3
858239,FL,LEVY COUNTY,0,110954.87,0,0,110954.87,113085.2,0,0,0,0,29.47061,-82.862617,Residential,Wood,3
195053,FL,LEVY COUNTY,0,110954.87,0,0,110954.87,127174.69,0,0,0,0,29.470692,-82.86264,Residential,Wood,3
826720,FL,LEVY COUNTY,0,163857.26,0,0,163857.26,239567.51,0,0,0,0,29.470789,-82.863121,Residential,Wood,1
181557,FL,LEVY COUNTY,0,110954.87,0,0,110954.87,88794.96,0,0,0,0,29.470327,-82.86245,Residential,Wood,1
669704,FL,LEVY COUNTY,0,110954.87,0,0,110954.87,123404.89,0,0,0,0,29.469734,-82.863129,Residential,Wood,1
243916,FL,LEVY COUNTY,0,163402.75,0,0,163402.75,123046.19,0,0,0,0,29.47035,-82.86245,Residential,Wood,1
171533,FL,LEVY COUNTY,0,110954.87,0,0,110954.87,104780.23,0,0,0,0,29.470455,-82.862457,Residential,Wood,1
352258,FL,LEVY COUNTY,0,163402.75,0,0,163402.75,151670.43,0,0,0,0,29.470476,-82.862473,Residential,Wood,1
584138,FL,LEVY COUNTY,0,110954.87,0,0,110954.87,164362.55,0,0,0,0,29.470503,-82.862617,Residential,Wood,1
553714,FL,LEVY COUNTY,0,190560.41,0,0,190560.41,322496.06,0,0,0,0,29.47874,-82.854182,Residential,Wood,1
186005,FL,DIXIE COUNTY,270000,270000,270000,270000,270000,346893.84,0,0,0,0,29.637615,-83.121498,Residential,Wood,1
277120,FL,DIXIE COUNTY,171000,171000,171000,171000,171000,197442.93,0,0,0,0,29.63705,-83.127235,Residential,Wood,3
756839,FL,DIXIE COUNTY,268486.2,268486.2,0,0,268486.2,225246.5,0,0,0,0,29.665031,-83.380341,Residential,Wood,3
299885,FL,DIXIE COUNTY,0,591769.76,0,0,591769.76,537450.03,0,0,0,0,29.631651,-83.124847,Residential,Masonry,1
136247,FL,DIXIE COUNTY,0,57292.69,0,0,57292.69,58809.81,0,0,0,0,29.628004,-83.117867,Residential,Wood,1
816302,FL,DIXIE COUNTY,0,5264.54,0,0,5264.54,4508.62,0,0,0,0,29.628004,-83.117867,Residential,Wood,1
484040,FL,DIXIE COUNTY,0,101003.75,0,0,101003.75,129729.22,0,0,0,0,29.6439,-83.1448,Residential,Wood,3
211679,FL,DIXIE COUNTY,0,956168.85,0,0,956168.85,959575.68,0,0,0,0,29.636396,-83.125092,Residential,Masonry,3
753353,FL,DIXIE COUNTY,0,6410034.77,0,0,6410034.77,10530000,0,0,0,0,29.636707,-83.097382,Commercial,Reinforced Masonry,1
337722,FL,DIXIE COUNTY,0,93147.9,0,0,93147.9,103561.84,0,0,0,0,29.631651,-83.124535,Residential,Wood,1
283055,FL,DIXIE COUNTY,0,441723.07,0,0,441723.07,454265.36,0,0,0,0,29.636259,-83.122955,Residential,Masonry,1
751834,FL,DIXIE COUNTY,0,25245.33,0,0,25245.33,32512.24,0,0,0,0,29.626316,-83.108253,Residential,Wood,4
924989,FL,DIXIE COUNTY,0,16833.96,0,0,16833.96,22422.83,0,0,0,0,29.631651,-83.124535,Residential,Wood,1
501302,FL,DIXIE COUNTY,0,22445.28,0,0,22445.28,27696.58,0,0,0,0,29.628004,-83.117867,Residential,Wood,1
559660,FL,DIXIE COUNTY,0,2055553.17,0,0,2055553.17,3572715.85,0,0,0,0,29.626154,-83.111084,Commercial,Reinforced Masonry,1
920101,FL,DIXIE COUNTY,0,394417.41,0,0,394417.41,437008.57,0,0,0,0,29.637653,-83.125084,Residential,Masonry,1
827303,FL,DIXIE COUNTY,0,133324.95,0,0,133324.95,170315.69,0,0,0,0,29.6439,-83.1448,Residential,Wood,4
659884,FL,DIXIE COUNTY,0,22445.28,0,0,22445.28,39125.94,0,0,0,0,29.639469,-83.129669,Residential,Wood,1
318544,FL,DIXIE COUNTY,0,67335.83,0,0,67335.83,88310.88,0,0,0,0,29.657228,-83.122154,Residential,Wood,1
511815,FL,DIXIE COUNTY,0,10501.02,0,0,10501.02,13391.18,0,0,0,0,29.630579,-83.132721,Residential,Wood,1
959935,FL,DIXIE COUNTY,0,280565.98,0,0,280565.98,299240.45,0,0,0,0,29.6374,-83.126007,Residential,Wood,1
386181,FL,MARION COUNTY,0,321781.68,0,0,321781.68,292338.66,0,0,0,0,29.048901,-82.461098,Residential,Wood,4
104307,FL,ALACHUA COUNTY,9540,9540,9540,9540,9540,14376.4,0,0,0,0,29.7077,-82.3979,Residential,Wood,4
255261,FL,ALACHUA COUNTY,208350,208350,208350,208350,208350,297398.79,0,0,0,0,29.59242,-82.08803,Residential,Wood,3
168106,FL,ALACHUA COUNTY,132849,132849,132849,132849,132849,167250.25,0,0,0,0,29.50226,-82.09676,Residential,Wood,3
146087,FL,PUTNAM COUNTY,118885.5,118885.5,118885.5,118885.5,118885.5,106140.97,0,0,0,0,29.5994,-82.0316,Residential,Wood,3
248177,FL,ALACHUA COUNTY,118800,118800,118800,118800,118800,152562.01,0,0,0,0,29.59215,-82.087776,Residential,Wood,3
770346,FL,ALACHUA COUNTY,0,37911.06,0,0,37911.06,61853.41,0,0,0,0,29.728425,-82.14124,Residential,Wood,1
582037,FL,ALACHUA COUNTY,194760,194760,194760,194760,194760,161986.76,0,3895.2,0,0,29.59317,-82.09106,Residential,Wood,3
273959,FL,ALACHUA COUNTY,61920,61920,61920,61920,61920,93293.87,0,1238.4,0,0,29.59317,-82.09106,Residential,Wood,3
193644,FL,ALACHUA COUNTY,2700,2700,2700,2700,2700,3652.54,0,54,0,0,29.59317,-82.09106,Residential,Wood,3
401448,FL,ALACHUA COUNTY,540,540,540,540,540,492.89,0,10.8,0,0,29.59317,-82.09106,Residential,Wood,3
904608,FL,ALACHUA COUNTY,7543620,7543620,7543620,7543620,7543620,11610000,0,150872.4,0,0,29.623005,-81.975615,Commercial,Reinforced Masonry,3
114088,FL,ALACHUA COUNTY,1558053,1558053,1558053,1558053,1558053,1978153.95,0,0,0,0,29.623005,-81.975615,Residential,Masonry,3
629284,FL,ALACHUA COUNTY,9720,9720,9720,9720,9720,12672.94,0,194.4,0,0,29.623005,-81.975615,Residential,Wood,3
890709,FL,ALACHUA COUNTY,473040,473040,473040,473040,473040,728238.46,0,9460.8,0,0,29.623005,-81.975615,Residential,Masonry,3
688839,FL,ALACHUA COUNTY,104310,104310,104310,104310,104310,133777.58,0,2086.2,0,0,29.623005,-81.975615,Residential,Wood,3
584214,FL,ALACHUA COUNTY,1800,1800,1800,1800,1800,2814.59,0,36,0,0,29.623005,-81.975615,Residential,Wood,3
425376,FL,ALACHUA COUNTY,1800,1800,1800,1800,1800,2689.04,0,36,0,0,29.623005,-81.975615,Residential,Wood,3
914371,FL,ALACHUA COUNTY,2700,2700,2700,2700,2700,2551.5,0,54,0,0,29.623005,-81.975615,Residential,Wood,3
753894,FL,ALACHUA COUNTY,900,900,900,900,900,1354.32,0,18,0,0,29.623005,-81.975615,Residential,Wood,3
589278,FL,ALACHUA COUNTY,900,900,900,900,900,1092.14,0,18,0,0,29.623005,-81.975615,Residential,Wood,3
990090,FL,ALACHUA COUNTY,150030,150030,150030,150030,150030,171754.34,0,3000.6,0,0,29.623005,-81.975615,Residential,Wood,3
153612,FL,ALACHUA COUNTY,18108,18108,18108,18108,18108,16327.62,0,0,0,0,29.623005,-81.975615,Residential,Wood,3
809701,FL,ALACHUA COUNTY,18108,18108,18108,18108,18108,28001.85,0,0,0,0,29.623005,-81.975615,Residential,Wood,3
165530,FL,ALACHUA COUNTY,3474,3474,3474,3474,3474,5143.26,0,0,0,0,29.623005,-81.975615,Residential,Wood,3
374955,FL,ALACHUA COUNTY,3474,3474,3474,3474,3474,2757.41,0,0,0,0,29.623005,-81.975615,Residential,Wood,3
858776,FL,ALACHUA COUNTY,4500,4500,4500,4500,4500,4145.54,0,90,0,0,29.623005,-81.975615,Residential,Wood,3
438650,FL,PUTNAM COUNTY,308970,308970,308970,308970,308970,411837.24,0,6179.4,0,0,29.644445,-82.09806,Residential,Wood,3
318256,FL,PUTNAM COUNTY,4500,4500,4500,4500,4500,6570.72,0,90,0,0,29.644445,-82.09806,Residential,Wood,3
481733,FL,PUTNAM COUNTY,4500,4500,4500,4500,4500,3731.64,0,90,0,0,29.644445,-82.09806,Residential,Wood,3
716773,FL,PUTNAM COUNTY,19890,19890,19890,19890,19890,18975.06,0,397.8,0,0,29.644445,-82.09806,Residential,Wood,3
227236,FL,PUTNAM COUNTY,19890,19890,19890,19890,19890,33074.36,0,397.8,0,0,29.644445,-82.09806,Residential,Wood,3
733703,FL,PUTNAM COUNTY,19890,19890,19890,19890,19890,25042.7,0,397.8,0,0,29.644445,-82.09806,Residential,Wood,3
760512,FL,PUTNAM COUNTY,9000,9000,9000,9000,9000,11433.56,0,180,0,0,29.644445,-82.09806,Residential,Wood,3
922931,FL,ALACHUA COUNTY,215826.3,215826.3,0,0,215826.3,283767.34,0,0,0,0,29.51603,-82.08385,Residential,Wood,3
414676,FL,PUTNAM COUNTY,0,16705.2,0,0,16705.2,23638.52,0,0,0,0,29.5994,-82.0316,Residential,Wood,4
283227,FL,PUTNAM COUNTY,0,21884.34,0,0,21884.34,30582.93,0,0,0,0,29.480444,-82.159637,Residential,Wood,4
564818,FL,ALACHUA COUNTY,0,12874.44,0,0,12874.44,17252.62,0,0,0,0,29.590765,-82.084557,Residential,Wood,3
501053,FL,ALACHUA COUNTY,0,12874.44,0,0,12874.44,20639.95,0,0,0,0,29.590765,-82.084557,Residential,Wood,3
331820,FL,ALACHUA COUNTY,0,12874.44,0,0,12874.44,23471.39,0,0,0,0,29.590765,-82.084557,Residential,Wood,3
215002,FL,PUTNAM COUNTY,0,49517.07,0,0,49517.07,54583.36,0,0,0,0,29.58843,-82.08228,Residential,Wood,3
373267,FL,PUTNAM COUNTY,0,7922.73,0,0,7922.73,8000.37,0,0,0,0,29.597705,-82.103005,Residential,Wood,3
599506,FL,PUTNAM COUNTY,0,49517.07,0,0,49517.07,39340.07,0,0,0,0,29.596095,-82.07454,Residential,Wood,3
802283,FL,PUTNAM COUNTY,0,49517.07,0,0,49517.07,67880.47,0,0,0,0,29.5994,-82.0316,Residential,Wood,3
861782,FL,PUTNAM COUNTY,0,673035.99,0,0,673035.99,653585.25,0,0,0,0,29.58639,-82.08669,Residential,Masonry,3
993403,FL,ALACHUA COUNTY,0,70314.24,0,0,70314.24,60293.05,0,0,0,0,29.587372,-82.076454,Residential,Wood,1
596719,FL,PUTNAM COUNTY,0,33671.61,0,0,33671.61,32602.2,0,0,0,0,29.586948,-82.086868,Residential,Wood,3
806052,FL,PUTNAM COUNTY,0,7922.73,0,0,7922.73,12391.79,0,0,0,0,29.597705,-82.103005,Residential,Wood,3
788553,FL,PUTNAM COUNTY,0,158454.62,0,0,158454.62,156710.35,0,0,0,0,29.586695,-82.083255,Residential,Wood,4
209469,FL,PUTNAM COUNTY,0,279276.27,0,0,279276.27,293355.42,0,0,0,0,29.597705,-82.103005,Residential,Wood,3
884605,FL,PUTNAM COUNTY,0,7922.73,0,0,7922.73,9508.32,0,0,0,0,29.597705,-82.103005,Residential,Wood,3
688889,FL,PUTNAM COUNTY,0,7922.73,0,0,7922.73,11260.42,0,0,0,0,29.597705,-82.103005,Residential,Wood,3
866154,FL,PUTNAM COUNTY,0,20797.17,0,0,20797.17,28907.23,0,0,0,0,29.594205,-82.09669,Residential,Wood,3
168204,FL,ALACHUA COUNTY,0,763415.96,0,0,763415.96,1139215.11,0,0,0,0,29.717163,-82.139832,Residential,Masonry,3
773718,FL,ALACHUA COUNTY,0,96514.7,0,0,96514.7,100114.21,0,0,0,0,29.600594,-82.092873,Residential,Wood,1
138643,FL,ALACHUA COUNTY,0,108859.6,0,0,108859.6,138615.06,0,0,0,0,29.60033,-82.09277,Residential,Wood,1
722333,FL,ALACHUA COUNTY,0,96514.7,0,0,96514.7,82234,0,0,0,0,29.60028,-82.09201,Residential,Wood,1
724875,FL,ALACHUA COUNTY,0,96514.7,0,0,96514.7,100758.45,0,0,0,0,29.60008,-82.09277,Residential,Wood,1
773871,FL,ALACHUA COUNTY,0,108859.6,0,0,108859.6,150326.51,0,0,0,0,29.6001,-82.09325,Residential,Wood,1
214296,FL,ALACHUA COUNTY,0,108859.6,0,0,108859.6,135390.21,0,0,0,0,29.59912,-82.092,Residential,Wood,1
571225,FL,ALACHUA COUNTY,0,108859.6,0,0,108859.6,93390.21,0,0,0,0,29.59889,-82.092,Residential,Wood,1
241601,FL,ALACHUA COUNTY,0,76640.52,0,0,76640.52,81236.5,0,0,0,0,29.59865,-82.092,Residential,Wood,1
735423,FL,ALACHUA COUNTY,0,96514.7,0,0,96514.7,97064.44,0,0,0,0,29.59858,-82.09247,Residential,Wood,1
881273,FL,ALACHUA COUNTY,0,96514.7,0,0,96514.7,119900.59,0,0,0,0,29.59857,-82.09277,Residential,Wood,1
714858,FL,ALACHUA COUNTY,0,122326.77,0,0,122326.77,153162.9,0,0,0,0,29.59826,-82.09324,Residential,Wood,3
120667,FL,ALACHUA COUNTY,0,96514.7,0,0,96514.7,132755.96,0,0,0,0,29.59809,-82.09247,Residential,Wood,1
269602,FL,ALACHUA COUNTY,0,106200,0,106200,106200,160313.79,0,2124,0,0,29.48749,-82.169868,Residential,Wood,3
478249,FL,ALACHUA COUNTY,1407600,1407600,1407600,1407600,1407600,2372492.91,0,0,0,0,29.65957,-82.29943,Residential,Masonry,1
531488,FL,ALACHUA COUNTY,133110,133110,133110,133110,133110,175129.1,0,0,0,0,29.5972,-82.217484,Residential,Wood,1
747370,FL,ALACHUA COUNTY,159390,159390,159390,159390,159390,201007.37,0,3187.8,0,0,29.661297,-82.305504,Residential,Wood,3
799531,FL,ALACHUA COUNTY,25650,25650,25650,25650,25650,27623,0,513,0,0,29.661297,-82.305504,Residential,Wood,3
435758,FL,ALACHUA COUNTY,164520,164520,164520,164520,164520,217314.47,0,3290.4,0,0,29.661297,-82.305504,Residential,Wood,3
537729,FL,ALACHUA COUNTY,6480,6480,6480,6480,6480,8824.35,0,129.6,0,0,29.661297,-82.305504,Residential,Wood,3
