color,shape,flag,i,u,v,w,x
purple,circle,0,102761,0.6673756437469976,0.11646967361570182,0.525127478437238,3.8041884589075416
yellow,square,1,102801,0.9957663880933032,0.04075382445641618,0.4790131468409233,4.430449135887328
purple,circle,0,102815,0.8859296580833327,0.44152398773944956,0.5243191840638861,6.284778254039376
blue,triangle,1,102917,0.22343138765063875,0.7780592920251577,0.4671401797273996,6.404036002125561
red,triangle,1,102967,0.9862681100782191,0.3625194217225697,0.4819975603569129,5.716266601790803
red,triangle,0,103032,0.6509941267118564,0.8742107014890693,0.4841373642916209,6.154297063374156
purple,square,0,103062,0.7844987016978546,0.1260516658115648,0.48882143192611405,4.923141649550177
red,square,0,103070,0.2535448471843621,0.612824998756782,0.483281904203936,3.9650454100684853
yellow,square,1,103113,0.4482405043218112,0.7208143188766652,0.4841411980701381,4.7184021718129605
green,square,1,103120,0.32864238666518697,0.7422489567960413,0.4981631672571617,5.560039366900285
blue,circle,0,103142,0.7931085242680358,0.5378664558396107,0.511333712944964,6.244418683732882
green,square,0,103208,0.5024747591273615,0.30606775994656055,0.5023971107310841,5.971874361422845
purple,square,0,103225,0.981607525837907,0.024517217534665736,0.48414038851979124,7.033471206867201
yellow,triangle,1,103381,0.13078792556010643,0.3718249466630916,0.49257167615624425,5.420530758862185
red,circle,0,103421,0.15087803153054025,0.13036837815332303,0.510640284057038,5.755186065704337
blue,circle,0,103512,0.19072545825993015,0.5775810261036246,0.5086130740532994,4.494661457920724
red,circle,1,103523,0.7013857648850876,0.6854606781088107,0.5124339097928752,4.5275892912353575
yellow,circle,1,103705,0.28926084540176855,0.5255580433483552,0.500244785729827,4.864227836455215
blue,square,0,103805,0.7364068542751167,0.8425750569780169,0.5202998470076121,4.568785316705065
red,triangle,1,103810,0.015134158300051381,0.005141441604602726,0.4799910966279857,5.608059419471317
green,triangle,0,103812,0.20232363430402966,0.9747976412788846,0.4869994008254588,5.144694606405472
yellow,circle,1,103818,0.4200556032401409,0.0419122729174537,0.5029180228830644,6.39235931369511
red,triangle,0,103840,0.604285406782027,0.8825898557122033,0.48361116770747503,4.101414735462282
blue,triangle,0,103873,0.9150206510077719,0.7381481026558343,0.4717636808134761,3.8989520003469136
red,circle,1,103883,0.9443781585303996,0.9363124317171395,0.5015458895612563,7.265805545896871
red,square,0,103920,0.051312207547014155,0.03676194178498071,0.5015784226702108,4.73663565998667
red,circle,0,104013,0.7005794532730988,0.6199760079942978,0.5052547171308521,6.929958368932134
red,square,0,104015,0.16896240695737885,0.01402479456565009,0.5039303879865271,7.151823173558
red,triangle,1,104027,0.5520575425730366,0.3132680497082878,0.4877565508517673,6.454420045772124
green,circle,0,104072,0.7520206509086963,0.6553055268846822,0.49171094823350175,6.2568836785220725
yellow,square,1,104166,0.3781062484210904,0.43552151042424603,0.48989793005176374,4.36450968555036
blue,triangle,0,104309,0.1938547909208802,0.1602762573569535,0.4845845860150253,6.123530988085708
green,triangle,0,104330,0.70746208666508,0.452479814138137,0.4811190367094136,4.654970168609935
red,triangle,0,104350,0.7837690677100517,0.39190552606063767,0.4823449183268131,4.245377289823519
yellow,triangle,1,104357,0.6595784940624211,0.08922864572034839,0.48811468372401096,4.87625037051284
red,triangle,0,104372,0.4670648113957009,0.39507018052422593,0.48414830298406314,5.643536358223112
red,square,0,104430,0.4588266866733186,0.30875703765159535,0.5117661414697479,3.7482905230326016
red,square,0,104545,0.5771726400821975,0.3075124926254057,0.5076228127773007,3.782374903997308
orange,square,0,104555,0.7877058307527456,0.2795287701194453,0.4639793508358662,3.6093105112053663
purple,square,0,104587,0.42187001720453066,0.3910289983719927,0.4782068025346633,5.5548113220648005
blue,square,1,104655,0.17419377514571455,0.988466648959089,0.5025268505070141,3.7535385827124315
yellow,triangle,1,104715,0.43537375332290085,0.6660195638043036,0.4815614007667239,5.260029874205696
orange,square,0,104795,0.26974136046632957,0.7243473388841524,0.4692110316805057,6.224696516280145
red,circle,0,104934,0.7274543776117302,0.7197268976235901,0.5137025133174515,4.073324565455679
yellow,circle,1,105009,0.8244211294077465,0.4825660119872498,0.504689011946689,5.133370845494649
red,square,0,105040,0.18078420863249356,0.6627133015346834,0.49104305726380315,7.805174952380121
red,circle,1,105045,0.7934007608495821,0.7598129355276987,0.5147500935084519,4.125728349661089
red,square,1,105045,0.4339021451114192,0.8763828498445537,0.48716228147169227,4.8350904666621775
red,square,1,105141,0.9846044230863127,0.7269395853722801,0.4857940563228247,3.5093487141875666
green,triangle,1,105153,0.4268055269262121,0.25302576037986413,0.49682807188231104,6.53581977103698
red,triangle,0,105196,0.3749137681851894,0.5887039101559038,0.5056732836696755,7.662409352299659
purple,circle,0,105242,0.9581952715352486,0.306884773395668,0.5094180085614227,6.561621537914609
green,triangle,0,105265,0.4444445924121314,0.9392318771195354,0.4955882458073949,4.456179712760757
yellow,triangle,1,105306,0.7463326458125114,0.7480201022174645,0.4875042825188887,3.908828774224243
blue,square,0,105333,0.46014722298657207,0.431619130779731,0.492328739500153,4.104287058571806
red,square,0,105384,0.08086936595008021,0.8285766235634872,0.4922966863814496,5.122748040194756
red,square,0,105391,0.7329916847856454,0.9698052478978167,0.49610227404122836,4.264437968440457
red,square,0,105476,0.9764840347415089,0.838333079493244,0.4969026859805641,5.68131854704382
red,circle,1,105634,0.014682784459728038,0.10550928941947696,0.5094537998867915,3.3239921648188537
purple,triangle,0,105637,0.8463656790692411,0.4077440524757441,0.5101814889990439,3.846422687411694
red,square,1,105664,0.7904267494405386,0.0060406446277151415,0.49480729617066893,5.422971662343695
red,square,0,105717,0.24050115180077702,0.0259628938661991,0.4929038038863163,5.279677133329643
red,triangle,0,105977,0.07514479515457051,0.9395936976454098,0.4911374432049697,6.103449808729015
red,square,0,106033,0.8170123044579777,0.3363830563577408,0.5000333271090005,5.009080400063149
green,square,1,106248,0.19556305857552714,0.8124073545532011,0.49840806271380145,5.606232044742601
blue,triangle,0,106444,0.7128002001284794,0.1445677150741791,0.46702652105537623,2.880210428921245
red,square,0,106465,0.479879952170827,0.23045326089982876,0.5149073585125089,4.445441822586167
red,triangle,1,106519,0.21119451339365447,0.6857255229915151,0.48811329937464615,3.1597744122711724
red,circle,0,106542,0.21412695396620884,0.2606484348270333,0.5092201386499259,7.317026721123564
purple,square,1,106554,0.7941515170188567,0.15309972301899355,0.47522426187046973,6.455681479868335
red,circle,0,106609,0.5913985027165712,0.5520566533130662,0.5136274713116568,4.979826280780514
red,square,0,106845,0.6906209818509174,0.2240158925443917,0.5117884572803822,6.121298031342899
purple,triangle,0,106873,0.2755963693831439,0.8289675472773185,0.49742984079090047,6.5284168279228
red,square,0,106955,0.7689707378037345,0.31420038059789834,0.5083377777030393,5.560811933079074
yellow,circle,1,106965,0.05622911377538875,0.30755696438543234,0.5016869193460596,5.11113585022663
blue,triangle,0,107025,0.5268525396274654,0.795946919565389,0.45750842351701976,5.734388155634072
green,circle,1,107055,0.04734644152491252,0.9895216947833483,0.4906643160218014,2.22884985139162
red,triangle,0,107095,0.41134099675391245,0.6257906776454929,0.48407427561669986,5.876275839274189
green,square,0,107120,0.3411519068342579,0.021195059955016582,0.49259224643733857,3.8341401924271956
red,square,0,107170,0.15131023113786335,0.2545504713024562,0.5064130967091686,2.736294080363485
red,square,0,107170,0.5003936342646786,0.7996668685364292,0.5075988890732777,5.8404083985184
yellow,square,1,107178,0.891336051422774,0.8900231549747616,0.5040006583947538,5.692972336380177
red,square,0,107244,0.5307491905644712,0.4379213716150401,0.5052880282668007,4.637437751239553
purple,circle,0,107250,0.05531995928749733,0.9794913580104999,0.5038226428142504,5.892271836611318
red,circle,0,107285,0.651076059619755,0.6263960433464169,0.5351105066633999,4.19398868353847
red,square,0,107311,0.3369908585226723,0.04773072964788039,0.5043263604565719,3.7777468262293907
green,circle,0,107455,0.7898180559305741,0.40108776279702374,0.4877770307347506,4.0088350488961835
red,circle,0,107524,0.44144315627824804,0.42797485664212803,0.5346505822855753,4.524957114175236
red,circle,0,107542,0.5995849828140898,0.6126915239432447,0.535772961147537,3.7804088229065833
green,triangle,0,107660,0.7144051751268949,0.0532367368974076,0.5046211083736108,3.924063447585368
yellow,circle,1,107701,0.8623257574586204,0.6375173484319057,0.4979865832912213,1.7651427679128553
red,triangle,0,107710,0.5550061289868258,0.19311336373441867,0.4764961485801617,3.969861772108475
purple,square,1,107719,0.8691151963850937,0.3446216224781544,0.47696591302089425,6.789067296199428
yellow,triangle,1,107722,0.5806193156364592,0.2176519199388216,0.4817252637367531,5.326527398115316
red,triangle,0,107763,0.5991815025532786,0.287622819045407,0.472811859081606,7.852624005892998
red,square,0,107793,0.7161120538252276,0.200988584299714,0.49840475167334347,4.057135195723018
blue,triangle,1,107815,0.5454124967341736,0.26733794533150324,0.46029991295852674,6.947049509191977
yellow,triangle,1,107838,0.9088812503391556,0.2418400446321033,0.47848526048044004,5.321271711755872
red,circle,1,107894,0.3422846056424762,0.37834502470474557,0.5501149829841544,4.444937470283529
blue,square,0,108017,0.5428543052193355,0.46318585121897493,0.48955670625842057,4.17403137862323
red,triangle,1,108034,0.3935490596732871,0.9797167798716727,0.4715102369673862,6.799445885564512
red,square,1,108100,0.909934728202999,0.5119129155167673,0.49737464360721895,4.571572224384272
green,square,1,108115,0.7814360511897981,0.5896324745193484,0.48699110699848763,4.43537350228137
red,triangle,1,108129,0.051071354157938176,0.7519231802421672,0.4760077497564983,6.996091316618849
red,circle,0,108144,0.07270971127986847,-0.016414971105282394,0.5472942566681013,5.860927896809422
purple,triangle,0,108185,0.5685316767846199,0.01912106890856846,0.49782977364697106,4.685565821797521
purple,square,0,108220,0.8863171836197399,0.5850820667956556,0.46804656937470335,5.158722695703592
blue,square,1,108242,0.18180061370103762,0.5389115990457999,0.48397977953719323,4.391018882127969
purple,square,0,108250,0.2272638063103246,0.9999751864255598,0.4690754110719239,4.874878689157362
blue,triangle,0,108307,0.4822239781894736,0.459283624860774,0.45652395171573695,4.830135203545993
yellow,circle,1,108394,0.9713252215203851,0.0032838959668622936,0.49924169829892373,4.347830870872097
red,triangle,0,108442,0.5030123424917308,0.5065586655397507,0.4690210914902035,4.191715047877949
red,circle,1,108477,0.878685971609549,0.8775353647337604,0.5389771332212562,4.637341572454716
green,square,0,108547,0.8153050110816056,0.8789884604906779,0.48331051779034556,5.999810666772646
yellow,triangle,1,108784,0.977185020962831,0.7903545309088181,0.4903148196725208,6.060236508394709
orange,triangle,0,108810,0.9527922622244919,0.3741811039393883,0.5548027776141339,6.615729237293617
orange,square,0,108848,0.8977463870394035,0.5179054952659966,0.4672807579458321,5.332571072807396
orange,triangle,0,108856,0.4811752006010426,0.5975462878820786,0.5553053052970471,4.066752606850173
red,square,1,108931,0.43632829092308345,0.3319361654062488,0.4848170535422973,4.624369904082484
green,square,0,108936,0.6148973698468939,0.8978105718100777,0.4869429283976462,3.4458903012297717
blue,triangle,1,109159,0.06491058549850748,0.5489107981049747,0.46057094312732805,2.6757834975650283
red,square,0,109163,0.29725885508597305,0.7168105449072771,0.49053004634660896,4.060258874329796
red,square,0,109174,0.6027093979020824,0.8116283323254283,0.4939688104637858,6.427074398871658
red,circle,0,109179,0.20404592072358674,0.1547325628594451,0.5138768664066818,4.746891787347843
red,square,1,109188,0.2536919623396767,0.7810050640160489,0.49657305998067386,4.940604650908614
red,circle,1,109203,0.9327736097717733,0.9311343192263329,0.5135774833356186,5.45811746419271
purple,triangle,0,109233,0.5041786130470416,0.9483200543242586,0.4888652617523682,4.139859418393173
red,square,0,109290,0.13747478569265603,0.6500982446511613,0.4889957184466165,5.022966055803096
red,square,1,109423,0.3227411936424912,0.7177207084319108,0.48985434213650725,7.747687963200451
red,circle,1,109451,0.01779936782298963,0.01672704502333422,0.5162751961060607,5.815051083119799
purple,square,0,109480,0.038200297008298745,0.6987117030511367,0.4633864788329225,6.078496804227996
red,square,1,109520,0.27435041157131446,0.7198597249887962,0.4886877132333041,5.651700723390704
green,square,0,109540,0.5074137845807053,0.11659089256269839,0.4791808061501693,4.748941677172227
red,triangle,0,109590,0.5648956406376043,0.34858648370834544,0.46355835297722076,6.555133465611949
green,square,0,109626,0.3143703464800479,0.5910473795803071,0.48435096892195106,5.85327588774183
blue,triangle,1,109722,0.646556358055206,0.5767555325214678,0.460999235144728,6.063911829323001
blue,square,1,109742,0.06249951576667556,0.6948640820041468,0.5006793250059718,2.490162327671141
blue,square,1,109772,0.871739367274581,0.27721239255668517,0.5016402072715608,5.748282535510005
red,triangle,0,109792,0.7348942724858728,0.6114793725971515,0.46704369426616466,5.557762902011185
red,circle,1,109897,0.2268341966995554,0.13998481191626178,0.5142782047291493,3.1431670096486886
orange,square,0,109927,0.3969542971064818,0.12450422641705017,0.4604904884157345,4.330105445041991
red,triangle,1,110000,0.3575352265558621,0.21354018827826393,0.4620932065290542,4.093441077460721
red,square,1,110033,0.6203058230695373,0.19052894035604195,0.4849307848850839,4.344531487207733
red,circle,0,110146,0.043932278699233995,0.12567225604536203,0.5144657144432702,2.4989773830243527
yellow,circle,1,110166,0.590581707368831,0.5596137226484427,0.49362805330000936,4.769959718677032
blue,square,0,110200,0.43477105092947876,0.7886387272308767,0.5029690768161315,6.2180295927136084
blue,triangle,0,110211,0.9645416995753514,0.938483196452791,0.467615803541512,6.453884220574573
red,square,0,110258,0.9805684167239406,0.5452666091870497,0.4843116922718076,4.217434843189204
blue,circle,1,110340,0.7885190863385096,0.6057816872362967,0.5055798595735497,4.2766593248087945
red,circle,1,110368,0.9295942495471209,0.8963724948634558,0.5016493152624675,4.733670687810302
red,circle,1,110382,0.5873168506919586,0.4941105665376684,0.5043295322856316,4.40241193062348
blue,square,1,110403,0.36567058746781456,0.5467731375372858,0.4990598148918417,6.884640814498577
blue,triangle,1,110510,0.05182869819523728,0.8050879763654976,0.4622316596018345,4.77035578066242
red,square,1,110574,0.4261696616058921,0.6967517553320015,0.48346591276429723,4.3221731436400415
red,square,1,110643,0.8627015910076006,0.10767986134045882,0.4871998838234642,5.913161342933268
red,triangle,0,110703,0.31607338035315946,0.9153033877331799,0.47320147670034146,5.986312354469507
red,square,0,110779,0.5507315423676834,0.07665942148140314,0.49898498721565226,5.913002188807847
red,square,1,110910,0.10073684311425768,0.29940739523729143,0.5024464916537524,3.342679516509387
blue,square,0,110979,0.4644743224822755,0.5346152340411093,0.5056339032967823,5.235196022920134
red,triangle,1,110980,0.04108539719809534,0.4179295202262703,0.475537628255667,4.38497893936318
purple,triangle,0,110992,0.10297868514442432,0.6353922829468174,0.5014166609242939,4.8793032399406755
green,square,0,111029,0.9563827419868632,0.02774015231792981,0.48993454160192296,5.7838984271753615
yellow,square,1,111031,0.1483118703576879,0.3724226563656645,0.5069770367150711,2.7387052395195934
green,triangle,1,111108,0.01930095360344508,0.044260984931902,0.4901800304221115,4.512500787189332
red,triangle,0,111229,0.35916710577309596,0.8509086368144284,0.4780522169181255,5.628970373182111
red,triangle,0,111373,0.21365488275777578,0.4647660904660077,0.4897926501871917,5.058750319277301
blue,circle,0,111396,0.3794552496743996,0.7642680403039164,0.5015277679634573,6.7195412034013176
red,triangle,1,111402,0.9420399451250119,0.48428384263341495,0.4893376793024842,5.1506911101868775
green,circle,0,111415,0.5263007670178349,0.014142276466250991,0.4888191763601706,3.3889692752380234
red,circle,1,111451,0.8003957407184223,0.715103723476151,0.5008608133674888,5.882542060457841
red,circle,0,111507,0.4657275707796691,0.4377350969195919,0.49943354393795486,5.311197783994828
red,circle,0,111530,0.6081967282072333,0.6781471165779014,0.5006472842573739,5.447282649528127
purple,triangle,0,111620,0.625120180063119,0.8240625003738329,0.5025026436099966,4.8994106981360614
yellow,triangle,1,111626,0.1135299754240886,0.9893886679900336,0.4936421924352838,4.460815216189723
yellow,square,1,111631,0.8800081445296511,0.019729917598184987,0.5123858143380315,5.695406076808497
yellow,triangle,1,111653,0.561759466667296,0.5572254678485445,0.4969092861235089,4.810800340868497
green,triangle,0,111792,0.18260375512941507,0.876073948800425,0.481858955029465,5.287760948091096
green,circle,0,111839,0.3845957697508985,0.018692914671353145,0.48470952367028747,4.114261809864085
yellow,triangle,0,111858,0.8443051188142019,0.43410019879010964,0.4960372684466781,5.986469091493085
red,circle,1,111875,0.4078666427416304,0.31327016069074615,0.49235251483639225,2.7883857174436515
red,square,0,111904,0.7015574472079029,0.05171416106481863,0.4941515301405302,5.04434905888516
red,circle,1,111984,0.3564266725679328,0.43606361177962794,0.49722731137702975,5.103495908802769
red,square,0,112000,0.7184341898806038,0.7410214031972242,0.500998282971396,4.777478749460866
red,triangle,1,112029,0.5736535140532406,0.34937579864724044,0.49221501613768165,4.097212728395965
yellow,square,1,112061,0.6063249455452154,0.09377389220655175,0.5167116405650078,6.584559889225678
red,square,0,112090,0.25756424123855926,0.888281910692454,0.5001566046384343,4.228503437312928
blue,square,0,112522,0.304475080753288,0.2082416028341023,0.49081234444357535,5.903768626693311
yellow,triangle,1,112528,0.2476259721272076,0.9612620769583891,0.5066326788053319,4.690125741994019
yellow,circle,1,112542,0.13515228920107658,0.630478194977146,0.4944251304893387,5.041932268369011
green,triangle,0,112552,0.22850347539357074,0.23511388963295687,0.48979495139811197,4.557965762953089
red,triangle,1,112575,0.9235242260081072,0.5616880992362214,0.5051202050979727,3.383680030189833
blue,triangle,0,112710,0.7935783469207115,0.14609943654505775,0.4783763820435312,4.964762249510618
orange,square,0,112720,0.8078036685860043,0.946039689000959,0.461221299545693,6.7932686589614795
red,triangle,1,112819,0.9590803652137688,0.21934729755521032,0.5019932317563995,5.212499965616153
red,triangle,0,112950,0.3211669968131414,0.9542622209474696,0.507398445019412,4.66317134962204
red,square,0,113120,0.19123810966299948,0.897335774498942,0.4997050599047793,4.135730708677318
red,circle,1,113134,0.9543889601592358,0.9809586445063544,0.51630715679236,4.8257437101738345
green,square,1,113229,0.290673224233454,0.5624655455592135,0.4826390265997839,6.62699830717576
red,triangle,0,113240,0.7869942861547136,0.25176797799312467,0.5076407728542566,5.742203258300368
red,triangle,0,113275,0.34909640879353976,0.4771305310629287,0.510767723688411,3.908252301980633
red,square,1,113315,0.7150019109976505,0.589139442261408,0.5060178606126404,3.966257988561391
red,triangle,0,113316,0.0934293856347842,0.42037781783300454,0.5125806216641748,6.61196152561503
blue,triangle,0,113322,0.011910868478755776,0.7708511846248055,0.48753490969087887,5.379080042442688
red,triangle,0,113347,0.6710061633806403,0.1272278043460734,0.5160732179852063,6.062066031186976
red,square,1,113376,0.23366310838626225,0.023855666927075747,0.5031681341948554,4.873906874526924
red,circle,0,113396,0.14310254559089575,0.06814248262406124,0.5177678869079146,4.46572924532907
green,circle,0,113428,0.1963330273098456,0.009943650095666667,0.47642674282069647,2.4618817353633187
red,circle,0,113459,0.9084870151254993,0.8658081651692412,0.516359291858911,4.649828452052325
red,triangle,0,113471,0.417181709097607,0.7136335454431197,0.5127798550135525,6.08976324251034
blue,circle,0,113662,0.8420027395243015,0.41010848148155066,0.4950831386294427,4.634375806402584
green,square,0,113723,0.12496920223784014,0.49858231402884456,0.483776100218785,4.016895638765839
red,circle,0,113726,0.5345468901160937,0.5877527190456036,0.5138043737551222,4.992815954707054
red,circle,1,113783,0.3536659679851689,0.41620391458279904,0.5130419796290119,5.330789604933889
orange,circle,0,113815,0.9190273261231365,0.6714007132424881,0.5511375003169077,5.319044419531634
purple,triangle,0,113907,0.9295205448942289,0.7111156518717175,0.5035970529485849,6.025408159343598
red,circle,0,113915,0.18653467441088423,0.16407662792108896,0.510750316182501,3.998789546247329
red,circle,1,113940,0.9970174169303028,0.9012157635807073,0.5145707456359636,3.9603187160501747
red,square,1,113963,0.15136673239971,0.07701701967366947,0.49402665298825343,4.713683528049551
yellow,square,1,113970,0.07667826164819724,0.37552971772134636,0.5235873231540557,4.494761710168215
red,triangle,1,114020,0.6098053256350482,0.82972280023953,0.49796228414117655,5.6183185449501565
green,square,0,114032,0.8267854594990207,0.38903665833444945,0.4740231286636921,2.543387333985283
red,square,0,114048,0.7213338867324818,0.5076755245091441,0.49316520216914944,3.8586582476753377
green,square,0,114129,0.8358486593628349,0.09219739905246627,0.47164484870792567,6.1596541846362785
red,circle,0,114147,0.5066949289888992,0.437132273418202,0.5126548764383861,4.320802890683658
purple,square,1,114157,0.6530872860581757,0.9328311165111116,0.49471925760625834,4.335871480662567
red,square,1,114227,0.31664220635016394,0.9640193444436116,0.4962507172776447,7.371518039806723
red,square,1,114267,0.5034364462806025,0.6481816564560297,0.5006019916644879,4.458341894469222
green,square,1,114385,0.9769151376939849,0.18401206817468663,0.47601114176294956,4.691916594468638
blue,triangle,1,114466,0.23534810546344453,0.12131320116499156,0.4842596616200066,3.044027827104633
red,triangle,0,114525,0.045157540481247094,0.651585344377143,0.4945897960208256,5.031538731949464
blue,square,0,114651,0.4501072656146621,0.8963078840091769,0.49511319577621776,4.607625033669522
red,circle,0,114706,0.3543137697482621,0.30329261024218473,0.5059725122883698,6.297611804388446
yellow,triangle,1,114730,0.05757503983477552,0.6236811778392366,0.4909242656735214,5.997358656717654
green,square,1,114777,0.5044063382557639,0.8784454242096017,0.47927155028078905,5.313359674452236
red,square,0,114800,0.11802117546997326,0.1447344694231808,0.4911330000888476,5.501587978118951
green,circle,0,114829,0.47116799635680473,0.5514665055465101,0.48029862840348614,4.955149091785376
red,circle,1,114884,0.35095448820822717,0.2835439038025327,0.5039589415490381,4.662992736200368
blue,triangle,1,114951,0.4971451902854148,0.3618865702801357,0.49742858694753495,6.087065255578792
blue,circle,0,115044,0.4850299809358679,0.9472683760002961,0.5029606908516189,5.286881830029806
red,square,0,115060,0.9448095167203214,0.00318281597099912,0.49717706595087674,6.072178967336626
red,triangle,0,115190,0.5974407519370348,0.6521533239726316,0.5087356628867192,5.362014623324517
yellow,circle,1,115259,0.890221185607212,0.6184733433833359,0.49015670440801073,5.802267662246231
green,triangle,1,115337,0.07256069885965499,0.5197958886035285,0.4938589624705172,5.539893849706517
yellow,triangle,1,115473,0.16745477457964586,0.3210473090903906,0.4983589188440152,4.014640422202761
green,circle,0,115552,0.6905717005250935,0.4196504374409644,0.48854375880908135,4.521045733215048
red,square,0,115560,0.8273872555208033,0.924287338992132,0.5171730085436889,4.4507440944526495
yellow,square,1,115589,0.6864514476428522,0.3875716690464819,0.5158671426294485,5.3841546979528765
red,square,1,115600,0.4010482788675709,0.13987513942337404,0.5161442760631973,5.716300726599036
red,triangle,0,115610,0.6564046358959225,0.5748079335638473,0.5163483397320485,5.164019508421592
red,square,0,115696,0.47970021810374164,0.04448739444085237,0.5192800612108587,6.639047036038089
blue,square,1,115739,0.6545299020038536,0.20907491979451132,0.4933565510711494,7.336259928188473
purple,square,0,115754,0.8288170993684242,0.3013056124683675,0.5044752682364696,4.926947127363284
orange,circle,1,115790,0.16296085075938893,0.1679143612528844,0.5510090715940692,7.131818625881533
red,square,0,115820,0.19064338166542505,0.30609756445704817,0.5186227688008782,7.6304745511890575
red,circle,1,115920,0.17963257616371797,0.21790149923600316,0.5167340115558117,4.979503240060656
blue,square,0,116129,0.2722029921594127,0.0857704317288891,0.49455895389764915,6.234925129226768
red,square,0,116131,0.3173198214327341,0.5287519872018137,0.5279871106775662,4.820793406798785
blue,triangle,1,116135,0.06326765002799628,0.2030965851022173,0.5025357366076103,5.633596188776107
yellow,triangle,1,116180,0.1959207011930677,0.9694446994077305,0.49858221639845063,5.688250176252964
red,triangle,1,116182,0.11326307361349686,0.5238026000166917,0.5312506604967607,4.532098938118924
green,triangle,0,116190,0.9284273023572681,0.024904179047771535,0.5014311473231676,5.264618742938295
red,triangle,1,116199,0.7486308114425985,0.5792599414210843,0.5309433692635604,5.40094430990473
red,triangle,0,116220,0.07349511303033818,0.7288456913871848,0.5261854598236152,5.9976981804079195
green,square,1,116257,0.337738488006862,0.9218741783518535,0.48300040075101625,5.620615041617289
red,triangle,1,116321,0.6429467881134677,0.24693845731394914,0.5245024821220093,5.781011225092461
purple,circle,0,116372,0.2176506746399962,0.16151922944035269,0.5066370673260421,4.817078713659037
red,circle,1,116390,0.1470965172704719,0.0939388375711197,0.516873496831346,5.765755063061776
green,square,0,116420,0.33500362347418966,0.5107746808409778,0.48049337663962033,5.1203765990345405
blue,triangle,0,116526,0.6234308829769849,0.49949725982288573,0.503289040855153,4.5194927690406415
yellow,square,1,116581,0.928500902585382,0.5305811934229719,0.5111729062204553,5.21016447222306
blue,square,1,116600,0.7891971824787298,0.9697638103413773,0.4832960148401535,5.714001015841863
purple,triangle,0,116664,0.1894742972744351,0.09246415694188947,0.5038366568143672,5.264260713103147
green,circle,0,116695,0.5598837889486235,0.42165928937339225,0.4796006283004833,5.5362293907604245
green,triangle,0,116706,0.45400060369541884,0.7987833667175556,0.49315096966683747,7.389847427691393
blue,square,1,116745,0.8759334909312394,0.8526409006897021,0.48212566267360624,4.295379910590351
red,square,0,116768,0.33302228063348194,0.39005875101745735,0.5273874425863326,6.972948881298778
yellow,triangle,0,116808,0.14411588978987833,0.2996404226191357,0.5008513906564935,5.342067144025026
green,square,0,116815,0.11348677996467904,0.37960723964032306,0.4867056287486982,4.131443795714685
yellow,triangle,0,116830,0.11453174843998815,0.05670257708150317,0.4985373321294248,5.021646317700202
red,circle,1,116890,0.20742841236373621,0.1643143052980002,0.5200894196450062,6.669884843692472
yellow,triangle,1,116935,0.8799429863815864,0.2238812513346875,0.49641443509606087,3.3315106686470326
blue,triangle,1,116941,0.572348977940741,0.8719742819623544,0.5087346000006522,5.628147770546362
purple,square,0,116975,0.11101035499249856,0.5361022909767356,0.5008023668268805,3.2150906726892825
red,square,1,117020,0.9877866011909372,0.001407976217636775,0.5224953678090806,5.897717198549871
blue,triangle,0,117044,0.7639238207095306,0.8433706642346348,0.5097220112537454,4.390790422880804
red,square,0,117100,0.2686774934501168,0.04634149968713108,0.5324232027780118,4.0235176794683385
green,square,0,117134,0.23570775454999937,0.8515944071369259,0.48024397522255824,4.510660774240647
red,square,1,117217,0.9692643954254048,0.23654678728440626,0.5160723415840378,4.6213919982873986
green,triangle,1,117263,0.35108078550552835,0.7323011571500437,0.4972178642922544,3.8568202113772023
yellow,square,1,117285,0.2382981929787239,0.6439295813902012,0.5042095435101689,6.7238661644939945
red,circle,1,117306,0.6849812512940661,0.7369214144541173,0.5215029622409405,5.074787342243876
red,square,0,117439,0.1870558897159894,0.34911361061192403,0.5074974926998845,5.198021143370162
red,square,0,117450,0.9571037103338532,0.30168283825069675,0.5076765930863943,4.87682808739305
green,triangle,1,117464,0.37845588789308593,0.5843692716007478,0.49697714670954246,4.681154210691207
red,triangle,1,117498,0.9489634816958415,0.9512562725625789,0.5181934400073268,5.798088204935347
red,triangle,0,117561,0.6496381451909683,0.6264868349531356,0.5134794524602978,5.082460962998624
blue,circle,1,117614,0.4498477086037945,0.7851690810404944,0.5146729929839238,4.545765283829305
red,square,0,117671,0.5737520508427709,0.952008797349579,0.5083938733135008,6.085515991814169
green,square,0,117728,0.2668898034132273,0.8751744182584394,0.4817901674248808,6.335147897977493
purple,square,0,117737,0.480237346573802,0.17768333774784206,0.5143023435538197,4.393122019273999
green,triangle,0,117747,0.5628552864115597,0.8525964434265687,0.5021437106137278,8.13414492020372
green,circle,1,117778,0.5142752714065709,0.18839634572039876,0.48961056044451295,7.651422689170239
blue,triangle,0,117862,0.5282897484829939,0.9571870333197425,0.5041198817098669,3.5926398772336134
red,circle,1,117929,0.7926330525552574,0.7057002992540209,0.5275987625357925,6.6910453003375645
green,square,0,117941,0.43291586321150977,0.7399387899109987,0.4819400508078948,4.213055836522195
red,circle,1,117974,0.5584863101793759,0.5960031716881348,0.5266413669051735,5.040288577096548
red,square,0,118009,0.026160425589723202,0.2106918355910713,0.5032833816481929,4.737356257458481
red,square,0,118082,0.41384561250687146,0.1457072481923518,0.5120296475641143,5.212571615183232
